Class,Order,Family,Species,Trade_type,Source
Bird,Apodiformes,Trochilidae,Colibri delphinae,Pet,CITES
Bird,Apodiformes,Trochilidae,Colibri serrirostris,Prod,CITES
Bird,Apodiformes,Trochilidae,Colibri thalassinus,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Cyanophaia bicolor,NA,CITES
Bird,Apodiformes,Trochilidae,Cynanthus latirostris,NA,CITES
Bird,Apodiformes,Trochilidae,Cynanthus sordidus,Prod,CITES
Bird,Apodiformes,Trochilidae,Discosura conversii,NA,CITES
Bird,Apodiformes,Trochilidae,Discosura langsdorffi,Prod,CITES
Bird,Apodiformes,Trochilidae,Discosura letitiae,NA,CITES
Bird,Apodiformes,Trochilidae,Discosura longicaudus,NA,CITES
Bird,Apodiformes,Trochilidae,Discosura popelairii,Prod,CITES
Bird,Apodiformes,Trochilidae,Doricha eliza,NA,CITES
Bird,Apodiformes,Trochilidae,Doricha enicura,NA,CITES
Bird,Apodiformes,Trochilidae,Doryfera johannae,NA,CITES
Bird,Apodiformes,Trochilidae,Doryfera ludovicae,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Elvira chionura,NA,CITES
Bird,Apodiformes,Trochilidae,Elvira cupreiceps,Prod,CITES
Bird,Apodiformes,Trochilidae,Ensifera ensifera,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Eriocnemis aline,Prod,CITES
Bird,Apodiformes,Trochilidae,Eriocnemis cupreoventris,NA,CITES
Bird,Apodiformes,Trochilidae,Eriocnemis derbyi,Prod,CITES
Bird,Apodiformes,Trochilidae,Eriocnemis glaucopoides,NA,CITES
Bird,Apodiformes,Trochilidae,Eriocnemis godini,NA,CITES
Bird,Apodiformes,Trochilidae,Eriocnemis isabellae,NA,CITES
Bird,Apodiformes,Trochilidae,Eriocnemis luciani,Prod,CITES
Bird,Apodiformes,Trochilidae,Eriocnemis mirabilis,NA,CITES
Bird,Apodiformes,Trochilidae,Eriocnemis mosquera,Prod,CITES
Bird,Apodiformes,Trochilidae,Eriocnemis nigrivestis,Prod,CITES
Bird,Apodiformes,Trochilidae,Eriocnemis vestita,Prod,CITES
Bird,Apodiformes,Trochilidae,Eugenes fulgens,Prod,CITES
Bird,Apodiformes,Trochilidae,Eulampis holosericeus,Prod,CITES
Bird,Apodiformes,Trochilidae,Eulampis jugularis,Prod,CITES
Bird,Apodiformes,Trochilidae,Eulidia yarrellii,NA,CITES
Bird,Apodiformes,Trochilidae,Eupetomena macroura,Prod,CITES
Bird,Apodiformes,Trochilidae,Eupherusa cyanophrys,NA,CITES
Bird,Apodiformes,Trochilidae,Eupherusa eximia,NA,CITES
Bird,Apodiformes,Trochilidae,Eupherusa nigriventris,NA,CITES
Bird,Apodiformes,Trochilidae,Eupherusa poliocerca,NA,CITES
Bird,Apodiformes,Trochilidae,Eutoxeres aquila,Prod,CITES
Bird,Apodiformes,Trochilidae,Eutoxeres condamini,Pet,CITES
Bird,Apodiformes,Trochilidae,Florisuga fusca,Prod,CITES
Bird,Apodiformes,Trochilidae,Florisuga mellivora,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Glaucis aeneus,Prod,CITES
Bird,Apodiformes,Trochilidae,Glaucis dohrnii,NA,CITES
Bird,Apodiformes,Trochilidae,Glaucis hirsutus,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Goethalsia bella,NA,CITES
Bird,Apodiformes,Trochilidae,Goldmania violiceps,NA,CITES
Bird,Apodiformes,Trochilidae,Haplophaedia assimilis,Prod,CITES
Bird,Apodiformes,Trochilidae,Haplophaedia aureliae,Prod,CITES
Bird,Apodiformes,Trochilidae,Haplophaedia lugens,Prod,"IUCN, CITES"
Bird,Apodiformes,Trochilidae,Heliactin bilophus,Prod,CITES
Bird,Apodiformes,Trochilidae,Heliangelus amethysticollis,Prod,CITES
Bird,Apodiformes,Trochilidae,Heliangelus exortis,NA,CITES
Bird,Apodiformes,Trochilidae,Heliangelus mavors,NA,CITES
Bird,Apodiformes,Trochilidae,Heliangelus micraster,NA,CITES
Bird,Apodiformes,Trochilidae,Heliangelus regalis,NA,CITES
Bird,Apodiformes,Trochilidae,Heliangelus strophianus,Prod,CITES
Bird,Apodiformes,Trochilidae,Heliangelus viola,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Heliodoxa aurescens,Pet,CITES
Bird,Apodiformes,Trochilidae,Heliodoxa branickii,NA,CITES
Bird,Apodiformes,Trochilidae,Heliodoxa gularis,NA,CITES
Bird,Apodiformes,Trochilidae,Heliodoxa imperatrix,NA,CITES
Bird,Apodiformes,Trochilidae,Heliodoxa jacula,Prod,CITES
Bird,Apodiformes,Trochilidae,Heliodoxa leadbeateri,Prod,CITES
Bird,Apodiformes,Trochilidae,Heliodoxa rubinoides,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Heliodoxa schreibersii,Pet,CITES
Bird,Apodiformes,Trochilidae,Heliodoxa xanthogonys,Prod,CITES
Bird,Apodiformes,Trochilidae,Heliomaster constantii,NA,CITES
Bird,Apodiformes,Trochilidae,Heliomaster furcifer,Prod,CITES
Bird,Apodiformes,Trochilidae,Heliomaster longirostris,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Heliomaster squamosus,Prod,CITES
Bird,Apodiformes,Trochilidae,Heliothryx auritus,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Heliothryx barroti,NA,CITES
Bird,Apodiformes,Trochilidae,Hylocharis chrysura,Prod,CITES
Bird,Apodiformes,Trochilidae,Hylocharis cyanus,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Hylocharis eliciae,NA,CITES
Bird,Apodiformes,Trochilidae,Hylonympha macrocerca,NA,CITES
Bird,Apodiformes,Trochilidae,Juliamyia julie,Pet,CITES
Bird,Apodiformes,Trochilidae,Klais guimeti,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Lafresnaya lafresnayi,Prod,CITES
Bird,Apodiformes,Trochilidae,Lampornis amethystinus,NA,CITES
Bird,Apodiformes,Trochilidae,Lampornis calolaemus,NA,CITES
Bird,Apodiformes,Trochilidae,Lampornis castaneoventris,Prod,CITES
Bird,Apodiformes,Trochilidae,Lampornis clemenciae,NA,CITES
Bird,Apodiformes,Trochilidae,Lampornis hemileucus,Pet,CITES
Bird,Apodiformes,Trochilidae,Lampornis sybillae,Prod,CITES
Bird,Apodiformes,Trochilidae,Lampornis viridipallens,NA,CITES
Bird,Apodiformes,Trochilidae,Lamprolaima rhami,NA,CITES
Bird,Apodiformes,Trochilidae,Lepidopyga coeruleogularis,Prod,CITES
Bird,Apodiformes,Trochilidae,Lepidopyga goudoti,NA,CITES
Bird,Apodiformes,Trochilidae,Lepidopyga lilliae,NA,CITES
Bird,Apodiformes,Trochilidae,Lesbia nuna,Pet,CITES
Bird,Apodiformes,Trochilidae,Lesbia victoriae,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Leucippus baeri,Pet,CITES
Bird,Apodiformes,Trochilidae,Leucippus chlorocercus,NA,CITES
Bird,Apodiformes,Trochilidae,Leucippus fallax,Prod,CITES
Bird,Apodiformes,Trochilidae,Leucippus taczanowskii,Pet,CITES
Bird,Apodiformes,Trochilidae,Leucochloris albicollis,Prod,CITES
Bird,Apodiformes,Trochilidae,Loddigesia mirabilis,Prod,"IUCN, CITES"
Bird,Apodiformes,Trochilidae,Lophornis adorabilis,NA,CITES
Bird,Apodiformes,Trochilidae,Lophornis brachylophus,NA,CITES
Bird,Apodiformes,Trochilidae,Lophornis chalybeus,Prod,CITES
Bird,Apodiformes,Trochilidae,Lophornis delattrei,NA,CITES
Bird,Apodiformes,Trochilidae,Lophornis gouldii,NA,CITES
Bird,Apodiformes,Trochilidae,Lophornis helenae,NA,CITES
Bird,Apodiformes,Trochilidae,Lophornis magnificus,Prod,CITES
Bird,Apodiformes,Trochilidae,Lophornis ornatus,Prod,CITES
Bird,Apodiformes,Trochilidae,Lophornis pavoninus,NA,CITES
Bird,Apodiformes,Trochilidae,Lophornis stictolophus,NA,CITES
Bird,Apodiformes,Trochilidae,Mellisuga helenae,Prod,CITES
Bird,Apodiformes,Trochilidae,Mellisuga minima,Prod,CITES
Bird,Apodiformes,Trochilidae,Metallura aeneocauda,NA,CITES
Bird,Apodiformes,Trochilidae,Metallura baroni,NA,CITES
Bird,Apodiformes,Trochilidae,Metallura eupogon,NA,CITES
Bird,Apodiformes,Trochilidae,Metallura iracunda,NA,CITES
Bird,Apodiformes,Trochilidae,Metallura odomae,NA,CITES
Bird,Apodiformes,Trochilidae,Metallura phoebe,Pet,CITES
Bird,Apodiformes,Trochilidae,Metallura theresiae,NA,CITES
Bird,Apodiformes,Trochilidae,Metallura tyrianthina,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Metallura williami,Prod,CITES
Bird,Apodiformes,Trochilidae,Microchera albocoronata,NA,CITES
Bird,Apodiformes,Trochilidae,Microstilbon burmeisteri,NA,CITES
Bird,Apodiformes,Trochilidae,Myrmia micrura,NA,CITES
Bird,Apodiformes,Trochilidae,Myrtis fanny,Pet,CITES
Bird,Apodiformes,Trochilidae,Ocreatus underwoodii,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Opisthoprora euryptera,NA,CITES
Bird,Apodiformes,Trochilidae,Oreonympha nobilis,Pet,CITES
Bird,Apodiformes,Trochilidae,Oreotrochilus adela,NA,CITES
Bird,Apodiformes,Trochilidae,Oreotrochilus chimborazo,Prod,CITES
Bird,Apodiformes,Trochilidae,Oreotrochilus estella,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Oreotrochilus leucopleurus,NA,CITES
Bird,Apodiformes,Trochilidae,Oreotrochilus melanogaster,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Orthorhyncus cristatus,Prod,CITES
Bird,Apodiformes,Trochilidae,Oxypogon guerinii,NA,CITES
Bird,Apodiformes,Trochilidae,Panterpe insignis,NA,CITES
Bird,Apodiformes,Trochilidae,Patagona gigas,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Phaethornis anthophilus,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis atrimentalis,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis augusti,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis bourcieri,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Phaethornis eurynome,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis griseogularis,Pet,CITES
Bird,Apodiformes,Trochilidae,Phaethornis guy,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Phaethornis hispidus,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis idaliae,Pet,CITES
Bird,Apodiformes,Trochilidae,Phaethornis koepckeae,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis longirostris,Prod,CITES
Bird,Apodiformes,Trochilidae,Phaethornis longuemareus,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Phaethornis malaris,Prod,CITES
Bird,Apodiformes,Trochilidae,Phaethornis nattereri,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis philippii,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis pretrei,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis ruber,Prod,CITES
Bird,Apodiformes,Trochilidae,Phaethornis rupurumii,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis squalidus,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis striigularis,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis stuarti,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis subochraceus,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis superciliosus,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Phaethornis syrmatophorus,NA,CITES
Bird,Apodiformes,Trochilidae,Phaethornis yaruqui,NA,CITES
Bird,Apodiformes,Trochilidae,Phlogophilus harterti,NA,CITES
Bird,Apodiformes,Trochilidae,Phlogophilus hemileucurus,NA,CITES
Bird,Apodiformes,Trochilidae,Polyonymus caroli,Pet,CITES
Bird,Apodiformes,Trochilidae,Polytmus guainumbi,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Polytmus milleri,Prod,CITES
Bird,Apodiformes,Trochilidae,Polytmus theresiae,Prod,CITES
Bird,Apodiformes,Trochilidae,Pterophanes cyanopterus,Prod,CITES
Bird,Apodiformes,Trochilidae,Ramphodon naevius,Prod,CITES
Bird,Apodiformes,Trochilidae,Ramphomicron dorsale,NA,CITES
Bird,Apodiformes,Trochilidae,Ramphomicron microrhynchum,Prod,CITES
Bird,Apodiformes,Trochilidae,Rhodopis vesper,Pet,CITES
Bird,Apodiformes,Trochilidae,Sappho sparganurus,NA,CITES
Bird,Apodiformes,Trochilidae,Schistes geoffroyi,NA,CITES
Bird,Apodiformes,Trochilidae,Selasphorus ardens,NA,CITES
Bird,Apodiformes,Trochilidae,Selasphorus calliope,NA,CITES
Bird,Apodiformes,Trochilidae,Selasphorus flammula,Prod,CITES
Bird,Apodiformes,Trochilidae,Selasphorus platycercus,NA,CITES
Bird,Apodiformes,Trochilidae,Selasphorus rufus,Prod,CITES
Bird,Apodiformes,Trochilidae,Selasphorus sasin,NA,CITES
Bird,Apodiformes,Trochilidae,Selasphorus scintilla,NA,CITES
Bird,Apodiformes,Trochilidae,Sephanoides fernandensis,Prod,CITES
Bird,Apodiformes,Trochilidae,Sephanoides sephaniodes,NA,CITES
Bird,Apodiformes,Trochilidae,Stephanoxis lalandi,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Sternoclyta cyanopectus,Prod,CITES
Bird,Apodiformes,Trochilidae,Taphrolesbia griseiventris,Prod,CITES
Bird,Apodiformes,Trochilidae,Taphrospilus hypostictus,Prod,CITES
Bird,Apodiformes,Trochilidae,Thalurania colombica,Prod,CITES
Bird,Apodiformes,Trochilidae,Thalurania furcata,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Thalurania glaucopis,Prod,CITES
Bird,Apodiformes,Trochilidae,Thalurania ridgwayi,NA,CITES
Bird,Apodiformes,Trochilidae,Thalurania watertonii,Prod,CITES
Bird,Apodiformes,Trochilidae,Thaumastura cora,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Threnetes niger,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Threnetes ruckeri,Pet,CITES
Bird,Apodiformes,Trochilidae,Tilmatura dupontii,Prod,CITES
Bird,Apodiformes,Trochilidae,Topaza pella,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Topaza pyra,NA,CITES
Bird,Apodiformes,Trochilidae,Trochilus polytmus,"Pet, Prod",CITES
Bird,Apodiformes,Trochilidae,Trochilus scitulus,NA,CITES
Bird,Apodiformes,Trochilidae,Urochroa bougueri,Prod,CITES
Bird,Apodiformes,Trochilidae,Urosticte benjamini,NA,CITES
Bird,Bucerotiformes,Bucerotidae,Aceros nipalensis,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Anorrhinus austeni,Prod,IUCN
Bird,Bucerotiformes,Bucerotidae,Anorrhinus galeritus,"Pet, Prod",CITES
Bird,Bucerotiformes,Bucerotidae,Anorrhinus tickelli,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Anthracoceros albirostris,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Anthracoceros coronatus,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Anthracoceros malayanus,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Anthracoceros marchei,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Anthracoceros montani,Prod,"IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Berenicornis comatus,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Buceros bicornis,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Buceros hydrocorax,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Buceros mindanensis,Prod,IUCN
Bird,Bucerotiformes,Bucerotidae,Buceros rhinoceros,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Bycanistes cylindricus,Prod,IUCN
Bird,Bucerotiformes,Bucerotidae,Ceratogymna elata,Prod,IUCN
Bird,Bucerotiformes,Bucerotidae,Penelopides manillae,NA,IUCN
Bird,Bucerotiformes,Bucerotidae,Penelopides mindorensis,Prod,IUCN
Bird,Bucerotiformes,Bucerotidae,Penelopides panini,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Rhabdotorrhinus corrugatus,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Rhabdotorrhinus exarhatus,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Rhabdotorrhinus leucocephalus,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Rhabdotorrhinus waldeni,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Rhinoplax vigil,Prod,"IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Rhyticeros cassidix,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Rhyticeros everetti,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Rhyticeros narcondami,Prod,"IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Rhyticeros plicatus,"Pet, Prod",CITES
Bird,Bucerotiformes,Bucerotidae,Rhyticeros subruficollis,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucerotidae,Rhyticeros undulatus,"Pet, Prod","IUCN, CITES"
Bird,Bucerotiformes,Bucorvidae,Bucorvus abyssinicus,Prod,IUCN
Bird,Bucerotiformes,Bucorvidae,Bucorvus leadbeateri,Prod,IUCN
Bird,Bucerotiformes,Upupidae,Upupa epops,Prod,IUCN
Bird,Caprimulgiformes,Caprimulgidae,Eurostopodus nigripennis,Prod,IUCN
Bird,Caprimulgiformes,Trochilidae,Amazilia cupreicauda,NA,CITES
Bird,Caprimulgiformes,Trochilidae,Heliangelus zusii,NA,CITES
Bird,Caprimulgiformes,Trochilidae,Phaethornis aethopygus,NA,CITES
Bird,Casuariiformes,Casuariidae,Casuarius bennetti,Prod,IUCN
Bird,Casuariiformes,Casuariidae,Casuarius casuarius,"Pet, Prod","IUCN, CITES"
Bird,Casuariiformes,Casuariidae,Casuarius unappendiculatus,Prod,IUCN
Bird,Charadriiformes,Alcidae,Aethia psittacula,Prod,IUCN
Bird,Charadriiformes,Alcidae,Alca torda,Prod,IUCN
Bird,Charadriiformes,Alcidae,Alle alle,Prod,IUCN
Bird,Charadriiformes,Alcidae,Cepphus carbo,Prod,IUCN
Bird,Charadriiformes,Alcidae,Cepphus grylle,Prod,IUCN
Bird,Charadriiformes,Alcidae,Cerorhinca monocerata,Prod,IUCN
Bird,Charadriiformes,Alcidae,Fratercula arctica,Prod,IUCN
Bird,Charadriiformes,Alcidae,Ptychoramphus aleuticus,Prod,IUCN
Bird,Charadriiformes,Alcidae,Synthliboramphus wumizusume,NA,IUCN
Bird,Charadriiformes,Alcidae,Uria aalge,Prod,IUCN
Bird,Charadriiformes,Alcidae,Uria lomvia,Prod,IUCN
Bird,Charadriiformes,Burhinidae,Burhinus bistriatus,"Pet, Prod",CITES
Bird,Charadriiformes,Burhinidae,Burhinus grallarius,Prod,IUCN
Bird,Charadriiformes,Burhinidae,Burhinus oedicnemus,Prod,IUCN
Bird,Charadriiformes,Burhinidae,Burhinus senegalensis,Prod,IUCN
Bird,Charadriiformes,Burhinidae,Esacus recurvirostris,NA,IUCN
Bird,Charadriiformes,Charadriidae,Charadrius dealbatus,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Charadrius javanicus,NA,IUCN
Bird,Charadriiformes,Charadriidae,Charadrius leschenaultii,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Charadrius montanus,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Charadrius thoracicus,NA,IUCN
Bird,Charadriiformes,Charadriidae,Eudromias morinellus,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Pluvialis apricaria,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Vanellus crassirostris,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Vanellus duvaucelii,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Vanellus gregarius,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Vanellus macropterus,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Vanellus senegallus,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Vanellus spinosus,Prod,IUCN
Bird,Charadriiformes,Charadriidae,Vanellus vanellus,Prod,IUCN
Bird,Charadriiformes,Haematopodidae,Haematopus chathamensis,Prod,IUCN
Bird,Charadriiformes,Haematopodidae,Haematopus ostralegus,Prod,IUCN
Bird,Charadriiformes,Jacanidae,Actophilornis albinucha,Prod,IUCN
Bird,Charadriiformes,Laridae,Anous minutus,NA,IUCN
Bird,Charadriiformes,Laridae,Anous stolidus,NA,IUCN
Bird,Charadriiformes,Laridae,Chlidonias hybrida,NA,IUCN
Bird,Charadriiformes,Laridae,Gygis alba,NA,IUCN
Bird,Charadriiformes,Laridae,Gygis microrhyncha,NA,IUCN
Bird,Charadriiformes,Laridae,Hydroprogne caspia,NA,IUCN
Bird,Charadriiformes,Laridae,Larus armenicus,NA,IUCN
Bird,Charadriiformes,Laridae,Larus atlanticus,NA,IUCN
Bird,Charadriiformes,Laridae,Larus bulleri,NA,IUCN
Bird,Charadriiformes,Laridae,Larus cachinnans,Prod,IUCN
Bird,Charadriiformes,Laridae,Larus cirrocephalus,NA,IUCN
Bird,Charadriiformes,Laridae,Larus glaucoides,Prod,IUCN
Bird,Charadriiformes,Laridae,Larus heermanni,NA,IUCN
Bird,Charadriiformes,Laridae,Larus hemprichii,Prod,IUCN
Bird,Charadriiformes,Laridae,Larus leucophthalmus,NA,IUCN
Bird,Charadriiformes,Laridae,Larus marinus,Prod,IUCN
Bird,Charadriiformes,Laridae,Larus melanocephalus,Prod,IUCN
Bird,Charadriiformes,Laridae,Larus michahellis,NA,IUCN
Bird,Charadriiformes,Laridae,Larus modestus,NA,IUCN
Bird,Charadriiformes,Laridae,Larus relictus,Prod,CITES
Bird,Charadriiformes,Laridae,Larus smithsonianus,NA,IUCN
Bird,Charadriiformes,Laridae,Larus thayeri,Prod,IUCN
Bird,Charadriiformes,Laridae,Onychoprion aleuticus,Prod,IUCN
Bird,Charadriiformes,Laridae,Onychoprion anaethetus,NA,IUCN
Bird,Charadriiformes,Laridae,Onychoprion fuscatus,Prod,IUCN
Bird,Charadriiformes,Laridae,Pagophila eburnea,Prod,IUCN
Bird,Charadriiformes,Laridae,Rissa brevirostris,NA,IUCN
Bird,Charadriiformes,Laridae,Rissa tridactyla,Prod,IUCN
Bird,Charadriiformes,Laridae,Rynchops albicollis,NA,IUCN
Bird,Charadriiformes,Laridae,Rynchops flavirostris,NA,IUCN
Bird,Charadriiformes,Laridae,Saundersilarus saundersi,NA,IUCN
Bird,Charadriiformes,Laridae,Sterna acuticauda,NA,IUCN
Bird,Charadriiformes,Laridae,Sterna aurantia,Prod,IUCN
Bird,Charadriiformes,Laridae,Sterna dougallii,NA,IUCN
Bird,Charadriiformes,Laridae,Sterna hirundo,Prod,IUCN
Bird,Charadriiformes,Laridae,Sterna paradisaea,NA,IUCN
Bird,Charadriiformes,Laridae,Sterna repressa,NA,IUCN
Bird,Charadriiformes,Laridae,Sternula albifrons,NA,IUCN
Bird,Charadriiformes,Laridae,Sternula balaenarum,NA,IUCN
Bird,Charadriiformes,Laridae,Sternula saundersi,NA,IUCN
Bird,Charadriiformes,Laridae,Thalasseus bergii,NA,IUCN
Bird,Charadriiformes,Laridae,Thalasseus bernsteini,Prod,IUCN
Bird,Charadriiformes,Laridae,Thalasseus elegans,NA,IUCN
Bird,Charadriiformes,Laridae,Thalasseus maximus,Prod,IUCN
Bird,Charadriiformes,Laridae,Thalasseus sandvicensis,Prod,IUCN
Bird,Charadriiformes,Laridae,Xema sabini,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Calidris canutus,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Calidris ferruginea,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Calidris minuta,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Calidris pusilla,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Calidris pygmaea,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Calidris subruficollis,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Calidris tenuirostris,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Gallinago gallinago,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Gallinago macrodactyla,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Gallinago media,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Gallinago nemoricola,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Gallinago nobilis,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Gallinago undulata,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Limnodromus semipalmatus,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Limosa lapponica,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Limosa limosa,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Lymnocryptes minimus,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Numenius americanus,NA,IUCN
Bird,Charadriiformes,Scolopacidae,Numenius arquata,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Numenius borealis,Prod,"IUCN, CITES"
Bird,Charadriiformes,Scolopacidae,Numenius madagascariensis,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Numenius tahitiensis,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Numenius tenuirostris,Prod,"IUCN, CITES"
Bird,Charadriiformes,Scolopacidae,Scolopax mira,NA,IUCN
Bird,Charadriiformes,Scolopacidae,Scolopax rochussenii,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Scolopax rusticola,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Tringa brevipes,Prod,IUCN
Bird,Charadriiformes,Scolopacidae,Tringa glareola,NA,IUCN
Bird,Charadriiformes,Scolopacidae,Tringa guttifer,Prod,"IUCN, CITES"
Bird,Charadriiformes,Scolopacidae,Tringa stagnatilis,NA,IUCN
Bird,Charadriiformes,Stercorariidae,Catharacta chilensis,NA,IUCN
Bird,Charadriiformes,Turnicidae,Turnix everetti,Prod,IUCN
Bird,Charadriiformes,Turnicidae,Turnix melanogaster,Prod,CITES
Bird,Charadriiformes,Turnicidae,Turnix novaecaledoniae,Prod,IUCN
Bird,Charadriiformes,Turnicidae,Turnix sylvaticus,Prod,IUCN
Bird,Charadriiformes,Turnicidae,Turnix worcesteri,Prod,IUCN
Bird,Ciconiiformes,Ciconiidae,Anastomus lamelligerus,Prod,IUCN
Bird,Ciconiiformes,Ciconiidae,Ciconia abdimii,Prod,IUCN
Bird,Ciconiiformes,Ciconiidae,Ciconia boyciana,"Pet, Prod","IUCN, CITES"
Bird,Ciconiiformes,Ciconiidae,Ciconia ciconia,Prod,IUCN
Bird,Ciconiiformes,Ciconiidae,Ciconia episcopus,Prod,IUCN
Bird,Ciconiiformes,Ciconiidae,Ciconia nigra,"Pet, Prod",CITES
Bird,Ciconiiformes,Ciconiidae,Ciconia stormi,"Pet, Prod","IUCN, CITES"
