,ns,qwiki_id,title,wikipedia_id
0,,,Cochliodon hondae,
0,,,Eurycheilus pantherinus,
0,,,Hemiancistrus braueri,
0,,,Hemipsilichthys cameroni,
0,,,Isorineloricaria festae,
0,,,Monistiancistrus carachama,
0,,,Pogonopomoides parahybae,
0,,,Pseudorinelepis agassizii,
0,,,Upsilodus victori,
0,,,Pangasius micronemus,
0,0,Q292920,Pangasius djambal,4059256
0,,,Synodontis zambesiensis,
0,,,Agmus lyriformis,
0,,,Agmus scabriceps,
0,,,Amaralia hypsiurus,
0,,,Aspredo cotylephorus,
0,,,Dysichthys aleuropsis,
0,,,Petacara dolichurus,
0,,,Cetopsis chalmersi,
0,,,Cetopsogiton occidentalis,
0,,,Hemicetopsis candiru,
0,,,Pseudocetopsis gobioides,
0,,,Potamorrhaphis eigenmanni,
0,,,Horaichthys setnai,
0,0,Q1508059,Indostomus paradoxus,6672338
0,,,Neoophorus catarinae,
0,,,Congopanchax brichardi,
0,,,Cynopanchax bukobanus,
0,,,Pantanodon podoxys,
0,,,Poecilia amazonica,
0,,,Austrofundulus dolichopterus,
0,,,Cynolebias bellottii,
0,,,Diapteron cyanostictum,
0,,,Epiplatys azureus,
0,,,Nothobranchius cyaneus,
0,,,Spectrolebias semiocellatus,
0,,,Chirostoma estor,
0,,,Chirostoma grandocule,
0,,,Afromastacembelus flavidus,
0,,,Caecomastacembelus aviceps,
0,,,Pillaia khajuriai,
0,,,Amniataba affinis,
0,,,Pingalla lorentzi,
0,,,Percichthys trucha,
0,,,Gymnocephalus acerinus,
0,,,Coius campbelli,
0,,,Bostrychus africanus,
0,,,Bunaka pinguis,
0,,,Dormitator lebretonis,
0,,,Eleotris senegalensis,
0,,,Eleotris picta,
0,,,Eleotris vittata,
0,,,Erotelis smaragdus,
0,,,Guavina guavina,
0,,,Hypseleotris agilis,
0,,,Kribia kribensis,
0,,,Odonteleotris macrodon,
0,,,Ophiocara macrolepidota,
0,,,Gobiomorus dormitor,
0,,,Mogurnda aiwasoensis,
0,,,Ctenogobius fasciatus,
0,,,Ctenogobius lepturus,
0,,,Acanthogobius ommaturus,
0,,,Gobioides africanus,
0,0,Q145419,Gobioides sagitta,6592788
0,,,Pseudapocryptes borneensis,
0,,,Gobionellus atripinnis,
0,,,Gobionellus occidentalis,
0,,,Chaenogobius castaneus,
0,,,Stigmatogobius borneensis,
0,,,Callogobius bifasciatus,
0,,,Callogobius plumatus,
0,,,Brachyamblyopus anotus,
0,,,Brachygobius aggregatus,
0,,,Calamiana aliceae,
0,,,Caragobioides geomys,
0,,,Chiramenu fluviatilis,
0,,,Chonophorus macrorhynchus,
0,,,Gobiopterus brachypterus,
0,,,Hemigobius bleekeri,
0,,,Hypogymnogobius xanthozona,
0,,,Pseudogobiopsis campbellianus,
0,,,Pseudogobius avicennia,
0,,,Silhouettea dotui,
0,,,Stenogobius beauforti,
0,,,Stiphodon allen,
0,,,Tamanka cagayanensis,
0,,,Tasmanogobius lordi,
0,,,Trypauchenichthys sumatrensis,
0,,,Ctenopoma kingsleyae,
0,,,Ctenopoma petherici,
0,,,Colisa fasciatus,
0,,,Parosphromenus allani,
0,,,Sphaerichthys acrostoma,
0,,,Salangichthys ishikawae,
0,0,Q5832941,Edelmaräne,8856305
0,,,Alosa saposhnikovi,
0,,,Tenualosa macrura,
0,,,Gilchristella aestuarius,
0,,,Ilisha furthii,
0,,,Lampetra lanceolata,
0,,,Lampetra pacifica,
0,,,Eudontomyzon graecus,
0,,,Lethenteron kessleri,
0,,,Lethenteron ninae,
0,,,Lethenteron alaskense,
0,,,Entosphenus folletti,
0,,,Entosphenus lethophagus,
0,,,Entosphenus similis,
0,,,Tetrapleurodon geminis,
0,,,Tetrapleurodon spadiceus,
0,,,Pleuronectes glacialis,
0,,,Pleuronectes quadrituberculat.,
0,,,Pleuronectes orbignyana,
0,,,Pleuronectes schrenki,
0,,,Pleuronectes vetulus,
0,,,Glyptocephalus kitaharai,
0,,,Pseudopleuronectes herzenst.,
0,,,Achlyopa nigra,
0,,,Bathysolea lactea,
0,,,Bathysolea polli,
0,,,Bathysolea profundicola,
0,,,Liachirus melanospilus,
0,,,Solea humilis,
0,,,Solea impar,
0,,,Solea nasuta,
0,,,Vanstraelenia chirophthalmus,
0,,,Heteromycteris japonica,
0,,,Aseraggodes macleayanus,
0,,,Cynoglossus semifasciatus,
0,,,Citharoides axillaris,
0,,,Citharoides macrolepis,
0,,,Psettodes belcheri,
0,,,Etropus intermedius,
0,,,Syacium micrurum,
0,,,Syacium guineensis,
0,,,Achiropsetta slavae,
0,,,Mancopsetta milfordi,
0,,,Muraenolepis microcephalus,
0,,,Austrophycis marginata,
0,,,Gadella imberbis,
0,,,Laemonema longipes,
0,,,Laemonema laureysi,
0,,,Laemonema yarrelli,
0,,,Microlepidium verecundum,
0,,,Momonatira globosus,
0,,,Physiculus dalwigki,
0,,,Physiculus japonica,
0,,,Physiculus fulvus,
0,,,Physiculus huloti,
0,,,Physiculus natalensis,
0,,,Lepidion lepidion,
0,,,Lepidion eques,
0,,,Lepidion guentheri,
0,,,Lepidion ensiferus,
0,,,Phycis blennoides,
0,,,Phycis chesteri,
0,,,Urophycis brasiliensis,
0,,,Urophycis earllii,
0,,,Urophycis floridana,
0,,,Urophycis cirrata,
0,,,Eleginus navaga,
0,,,Lyconus brachycolus,
0,,,Lyconus pinnatus,
0,,,Macruronus capensis,
0,,,Macrourus whitsoni,
0,,,Macrourus holotrachys,
0,,,Macrourus caml,
0,,,Hymenocephalus italicus,
0,,,Coryphaenoides guentheri,
0,,,Coryphaenoides macrolophus,
0,,,Coryphaenoides thelestomus,
0,,,Coryphaenoides acrolepis,
0,,,Coryphaenoides anguliceps,
0,,,Coryphaenoides ariommus,
0,,,Coryphaenoides carminifer,
0,,,Coryphaenoides cinereus,
0,,,Coryphaenoides delsolari,
0,,,Coryphaenoides longifilis,
0,,,Coryphaenoides mexicanus,
0,,,Coryphaenoides zaniophorus,
0,,,Coryphaenoides ferrieri,
0,,,Coryphaenoides lecointei,
0,,,Coelorinchus acanthiger,
0,,,Coelorinchus aconcagua,
0,,,Coelorinchus argentatus,
0,,,Coelorinchus braueri,
0,,,Coelorinchus canus,
0,,,Coelorinchus chilensis,
0,,,Coelorinchus caelorhincus,
0,,,Coelorinchus denticulatus,
0,,,Coelorinchus hexafasciatus,
0,,,Coelorinchus karrerae,
0,,,Coelorinchus labiatus,
0,,,Coelorinchus longicephalus,
0,,,Coelorinchus marinii,
0,,,Coelorinchus occa,
0,,,Coelorinchus parallelus,
0,,,Coelorinchus scaphopsis,
0,,,Coelorinchus ventrilux,
0,,,Coelorinchus geronimo,
0,,,Coelorinchus trunovi,
0,,,Asthenomacrurus fragilis,
0,,,Bathygadus macrops,
0,,,Bathygadus melanobranchus,
0,,,Bathygadus favosus,
0,,,Cetonurus crassiceps,
0,,,Trachonurus sulcatus,
0,,,Sphagemacrurus grenadae,
0,,,Nezumia bairdi,
0,,,Nezumia aequalis,
0,,,Nezumia convergens,
0,,,Nezumia duodecim,
0,,,Nezumia latirostrata,
0,,,Nezumia liolepis,
0,,,Nezumia micronychodon,
0,,,Nezumia orbitalis,
0,0,Q1636051,Nezumia sclerorhynchus,9784087
0,,,Nezumia stelgidolepis,
0,,,Gadomus arcuatus,
0,,,Kumba calvifrons,
0,,,Kuronezumia bubonis,
0,,,Kuronezumia leonis,
0,,,Mataeocephalus acipenserinus,
0,,,Mataeocephalus tenuicauda,
0,,,Mesobius antipodum,
0,,,Ventrifossa ctenomelas,
0,,,Ventrifossa macropogon,
0,,,Ventrifossa nigrodorsalis,
0,,,Ventrifossa petersoni,
0,,,Ventrifossa nasuta,
0,,,Melanonus zugmayeri,
0,,,Paramyxine atami,
0,,,Hime japonicus,
0,,,Aulopus cadenati,
0,,,Synodus myops,
0,,,Arius heudelotii,
0,,,Arius felis,
0,,,Arius phrygiatus,
0,,,Siderea thyrsoidea,
0,,,Myrichthys aki,
0,,,Acentronura australe,
0,,,Hippichthys cyanospilus,
0,,,Disparichthys fluviatilis,
0,,,Snyderidia bothrops,
0,,,Brotulina erythrea,
0,,,Calamopteryx goslinei,
0,,,Dermatopsoides kasougae,
0,,,Diancistrus longifilis,
0,,,Dinematichthys dasyrhynchus,
0,,,Dipulus caecus,
0,,,Grammonoides opisthodon,
0,,,Grammonus ater,
0,,,Grammonus diagrammus,
0,,,Gunterichthys longipenis,
0,,,Lucifuga dentatus,
0,,,Monothrix mizolepis,
0,,,Ogilbia cayorum,
0,,,Cestraeus oxyrhynchus,
0,,,Crenimugil heterocheilus,
0,,,Valamugil cunnesius,
0,,,Planiliza melinopterus,
0,,,Pterocaesio tessellata,
0,,,Pterocaesio capricornis,
0,,,Centropomus unionensis,
0,,,Centropomus armatus,
0,,,Centropomus ensiferus,
0,,,Centropomus medius,
0,,,Centropomus nigrescens,
0,,,Centropomus pectinatus,
0,,,Centropomus robalito,
0,,,Centropomus viridis,
0,,,Centropomus mexicanus,
0,,,Aulacocephalus temmincki,
0,,,Ellerkeldia jamesoni,
0,,,Epinephelus flavolimbatus,
0,,,Epinephelus mystacinus,
0,,,Epinephelus acanthistius,
0,,,Epinephelus haifensis,
0,,,Epinephelus caeruleopunctatus,
0,,,Epinephelus niphobles,
0,,,Serranus atricauda,
0,,,Mirolabrichthys flavoguttatus,
0,,,Dules auriga,
0,,,Planctanthias longifilis,
0,,,Pseudanthias fasciata,
0,,,Glaucosoma scapulare,
0,,,Astrapogon alutus,
0,,,Cheilodipterus alleni,
0,,,Cheilodipterus persicus,
0,,,Glossamia gjellerupi,
0,,,Gymnapogon africanus,
0,,,Mionorus bombonensis,
0,,,Phaeoptyx conklini,
0,,,Pseudamia zonata,
0,,,Pseudamia tarri,
0,,,Vincentia chrysura,
0,,,Anisochromis kenyae,
0,,,Chlidichthys bibulus,
0,,,Congrogadus amplimaculatus,
0,,,Halidesmus coccus,
0,,,Halimuraena hexagonata,
0,,,Haliophis aethiopus,
0,,,Natalichthys leptus,
0,,,Pseudochromis olivaceus,
0,,,Pseudochromis caudalis,
0,,,Pseudochromis dutoiti,
0,,,Pseudochromis linda,
0,,,Pseudochromis nigrovittatus,
0,,,Pseudochromis persicus,
0,,,Pseudoplesiops howensis,
0,,,Rusichthys plesiomorphus,
0,,,Lutjanus russelli,
0,,,Lutjanus timorensis,
0,,,Parascolopsis aspinosa,
0,,,Parascolopsis baranesi,
0,,,Parascolopsis townsendi,
0,,,Pentapodus paradiseus,
0,,,Nemipterus marginatus,
0,,,Nemipterus mesoprion,
0,,,Nemipterus nematophorus,
0,,,Nemipterus nemurus,
0,,,Nemipterus balinensis,
0,,,Nemipterus celebicus,
0,,,Nemipterus gracilis,
0,,,Scolopsis taeniata,
0,,,Scolopsis aurata,
0,,,Scolopsis frenata,
0,,,Leiognathus blochii,
0,,,Leiognathus bindus,
0,,,Leiognathus leuciscus,
0,,,Leiognathus oblongus,
0,,,Xenichthys agassizi,
0,,,Xenistius californiensis,
0,,,Anisotremus davidsonii,
0,,,Anisotremus dovii,
0,,,Anisotremus scapularis,
0,,,Haemulon bonariense,
0,,,Haemulon flaviguttatus,
0,,,Haemulon macrostoma,
0,,,Haemulon maculicauda,
0,,,Haemulon melanurum,
0,,,Haemulon parra,
0,,,Haemulon sexfasciatum,
0,,,Haemulon steindachneri,
0,,,Haemulon aurolineatum,
0,,,Haemulon boschmae,
0,,,Haemulopsis axillaris,
0,,,Haemulopsis leuciscus,
0,,,Orthopristis ruber,
0,,,Parapristipoma octolineatum,
0,,,Plectorhinchus macrolepis,
0,,,Plectorhinchus mediterraneus,
0,,,Plectorhinchus sordidus,
0,,,Plectorhinchus playfairi,
0,,,Plectorhinchus chubbi,
0,,,Pomadasys olivaceus,
0,,,Pomadasys opercularis,
0,,,Pomadasys bayanus,
0,,,Pomadasys branickii,
0,,,Pomadasys crocro,
0,,,Pomadasys incisus,
0,,,Pomadasys jubelini,
0,,,Pomadasys perotaei,
0,,,Pomadasys multimaculatum,
0,,,Pomadasys suillus,
0,,,Pomadasys panamensis,
0,,,Pomadasys rogerii,
0,,,Pomadasys argyreus,
0,,,Pomadasys furcatus,
0,,,Pomadasys taeniatus,
0,,,Conodon nobilis,
0,,,Conodon serrifer,
0,,,Microlepidotus inornatus,
0,,,Sciaena bathytatos,
0,,,Cynoscion othonopterum,
0,,,Cynoscion xanthulum,
0,,,Lepipterus francisci,
0,,,Lepipterus schomburgkii,
0,,,Pachypops adspersus,
0,,,Diplodus argenteus,
0,,,Acanthopagrus schlegeli,
0,,,Acanthopagrus arabicus,
0,,,Acanthopagrus sheim,
0,,,Spicara melanurus,
0,,,Spicara alta,
0,,,Spicara nigricauda,
0,,,Dichistius multifasciatus,
0,0,Q1807310,Monodactylus falciformis,9026290
0,,,Gerres setifer,
0,,,Gerres abbreviatus,
0,,,Gerres poieti,
0,,,Gerres cinereus,
0,,,Gerres methueni,
0,,,Diapterus peruvianus,
0,,,Diapterus rhombeus,
0,,,Eucinostomus dowii,
0,,,Eucinostomus currani,
0,,,Eucinostomus melanopterus,
0,,,Eugerres axillaris,
0,,,Labracoglossa argentiventris,
0,,,Vinculum sexfasciatum,
0,,,Parapriacanthus elongatus,
0,,,Pempheris adspersus,
0,,,Oplegnathus conwayi,
0,,,Oplegnathus robinsoni,
0,,,Hysterocarpus traski,
0,,,Ditrema viridis,
0,,,Neoditrema ransonneti,
0,,,Chrysiptera rapanui,
0,,,Chrysiptera sheila,
0,,,Dischistodus chrysopoecilus,
0,,,Neopomacentrus sindensis,
0,,,Pomachromis fuscidorsalis,
0,,,Pristotis jerdoni,
0,,,Chromis crusma,
0,,,Chromis intercrusma,
0,,,Chromis cadenati,
0,,,Chromis flavaxilla,
0,,,Chromis xanthopterygia,
0,,,Similiparma hermani,
0,,,Stegastes dorsopunicans,
0,,,Abudefduf taurus,
0,,,Pomacentrus agassizi,
0,,,Pomacentrus aquilus,
0,,,Pomacentrus leptus,
0,,,Pomacentrus trichrourus,
0,,,Pomacentrus trilineatus,
0,,,Pseudocoris aurantiofasciatus,
0,,,Pteragogus amboinensis,
0,,,Tautogolabrus brandaonis,
0,,,Siphonognathus argyrophanes,
0,,,Nicholsina usta,
0,,,Scarus iserti,
0,,,Scarus persicus,
0,,,Genicanthus spinus,
0,,,Amblycirrhitus earnshawi,
0,,,Chironemus georgianus,
0,,,Threpterius maculosus,
0,,,Aplodactylus punctatus,
0,,,Stalix histrio,
0,,,Opistognathus muscatensis,
0,,,Opistognathus nigromarginatus,
0,,,Lonchopisthus higmani,
0,,,Lipogramma flavescens,
0,,,Polydactylus approximans,
0,,,Polydactylus opercularis,
0,,,Polydactylus bifurcus,
0,,,Polydactylus longipes,
0,,,Polydactylus macrophthalmus,
0,,,Polydactylus malagasyensis,
0,,,Polydactylus mullani,
0,,,Polydactylus multiradiatus,
0,,,Polydactylus nigripinnis,
0,,,Polydactylus oligodon,
0,,,Polydactylus persicus,
0,,,Polydactylus siamensis,
0,,,Polydactylus virginicus,
0,,,Eleutheronema tridactylum,
0,,,Eleutheronema rhadinum,
0,,,Polynemus dubius,
0,,,Polynemus hornadayi,
0,,,Polynemus melanochir,
0,,,Polynemus kapuasensis,
0,,,Filimanus heptadactyla,
0,,,Filimanus hexanema,
0,,,Filimanus perplexa,
0,,,Filimanus similis,
0,,,Filimanus xanthonema,
0,,,Grammatonotus crosnieri,
0,,,Bovichtus elongatus,
0,,,Notothenia gibberifrons,
0,,,Notothenia squamifrons,
0,,,Notothenia kempi,
0,,,Notothenia acuta,
0,,,Notothenia angustifrons,
0,,,Notothenia marionensis,
0,,,Paranotothenia angustata,
0,,,Nototheniops larseni,
0,,,Nototheniops nudifrons,
0,,,Nototheniops mizops,
0,,,Pagothenia hansoni,
0,,,Denariusa bandata,
0,,,Ambassis commersoni,
0,,,Ambassis productus,
0,,,Bathymaster caeruleofasciatus,
0,,,Acantholumpenus mackayi,
0,,,Alectrias alectrolophus,
0,,,Alectridium aurantiacum,
0,,,Allolumpenus hypochromus,
0,,,Anisarchus macrops,
0,,,Anoplarchus purpurescens,
0,,,Askoldia variegata,
0,,,Bryozoichthys marjorius,
0,,,Chirolophis nugator,
0,,,Eulophias owashii,
0,,,Eumesogrammus praecisus,
0,,,Gymnoclinus cristulatus,
0,,,Lumpenella longirostris,
0,,,Lumpenopsis pavlenkoi,
0,,,Lumpenus fabricii,
0,,,Neolumpenus unocellatus,
0,,,Neozoarces steindachneri,
0,,,Opisthocentrus dybowskii,
0,,,Phytichthys chirus,
0,,,Plectobranchus evides,
0,,,Poroclinus rothrocki,
0,,,Stichaeopsis epallax,
0,,,Stichaeopsis nana,
0,,,Stichaeus grigorjewi,
0,,,Ulvaria subbifurcata,
0,,,Xiphister atropurpureus,
0,,,Zoarchias glaber,
0,,,Rhodymenichthys dolichogaster,
0,,,Ulvicola sanctaerosae,
0,,,Xererpes fucorum,
0,,,Enedrias nebulosus,
0,,,Austrolycus depressiceps,
0,,,Crossostomus fasciatus,
0,,,Dadyanos insignis,
0,,,Iluocoetes fimbriatus,
0,,,Gymnelus hemifasciatus,
0,,,Cryptacanthodes aleutensis,
0,,,Cryptacanthoides bergi,
0,,,Ammodytes gilli,
0,,,Ammodytoides renniei,
0,,,Gymnammodytes capensis,
0,,,Bembrops greyi,
0,,,Bembrops heterurus,
0,,,Osopsaron natalensis,
0,,,Kochichthys flavofasciata,
0,,,Pseudopercis numida,
0,,,Pseudopercis semifasciata,
0,,,Parapercis nebulosa,
0,,,Parapercis robinsoni,
0,,,Trichonotus filamentosus,
0,,,Trichonotus nikii,
0,,,Chalixodytes chameleontoculis,
0,,,Limnichthys donaldsoni,
0,,,Acentrogobius dayi,
0,,,Bathygobius casamancus,
0,,,Amoya signatus,
0,,,Scartelaos tenuis,
0,,,Microgobius brevispinis,
0,,,Evorthodus lyricus,
0,,,Cryptocentrus filifer,
0,,,Cryptocentrus cryptocentrus,
0,,,Cryptocentrus lutheri,
0,,,Lebetus guilleti,
0,,,Asterropteryx ensiferus,
0,,,Astrabe lactisella,
0,,,Aulopareia cyanomos,
0,,,Eviota pardalota,
0,,,Barbulifer antennatus,
0,,,Evermannichthys metzelaari,
0,,,Coryphopterus alloides,
0,,,Pterogobius elapoides,
0,,,Boleophthalmus birdsongi,
0,,,Bollmannia boqueronensis,
0,,,Buenia affinis,
0,,,Didogobius kochi,
0,,,Cabillus lacertops,
0,,,Caffrogobius agulhensis,
0,,,Chaeturichthys hexanema,
0,,,Chriolepis fisheri,
0,,,Clariger cosmurus,
0,,,Corcyrogobius liechtensteini,
0,,,Coryogalops adamsoni,
0,,,Coryogalops anomolus,
0,,,Coryogalops monospilus,
0,,,Coryogalops tessellatus,
0,,,Cryptocentroides arabicus,
0,,,Discordipinna griessingeri,
0,,,Elacatinus janssi,
0,,,Flabelligobius latruncularius,
0,,,Gladiogobius ensifer,
0,,,Gobiodon reticulatus,
0,,,Gobiopsis aporia,
0,,,Gobiopsis canalis,
0,,,Gobulus crescentalis,
0,,,Gymneleotris seminudus,
0,,,Gymnogobius raninus,
0,,,Hetereleotris apora,
0,,,Ilypnus gilberti,
0,,,Lesueurigobius koumansi,
0,,,Lobulogobius omanensis,
0,,,Lophogobius bleekeri,
0,,,Lythrypnus alphigena,
0,,,Mauligobius maderensis,
0,,,Mauligobius nigri,
0,,,Myersina lachneri,
0,,,Nematogobius ansorgii,
0,,,Nematogobius brachynemus,
0,,,Ophiogobius ophicephalus,
0,,,Opua atherinoides,
0,,,Palatogobius paradoxus,
0,,,Palutrus meteori,
0,,,Parapocryptes rictuosus,
0,,,Parkraemeria ornata,
0,,,Parrella fusca,
0,,,Periophthalmus waltoni,
0,,,Platygobiopsis akihito,
0,,,Priolepis randalli,
0,,,Psilogobius mainlandi,
0,,,Psilotris alepis,
0,,,Pycnomma semisquamatum,
0,,,Quietula y-cauda,
0,,,Sueviota lachneri,
0,,,Thorogobius angolensis,
0,,,Thorogobius rofeni,
0,,,Tomiyamichthys latruncularius,
0,,,Trimma avidori,
0,,,Trimma winterbottomi,
0,,,Trimmatom eviotops,
0,,,Valenciennea alleni,
0,,,Valenciennea persica,
0,,,Vanneaugobius canariensis,
0,,,Wheelerigobius maltzani,
0,,,Yongeichthys thomasi,
0,,,Kraemeria bryani,
0,,,Aioliops novaeguineae,
0,,,Cerdale floridana,
0,,,Gunnellichthys viridescens,
0,,,Microdesmus aethiopicus,
0,,,Oxymetopon compressus,
0,,,Paragunnellichthys seychellensis,
0,,,Parioglossus aporos,
0,,,Parioglossus raoi,
0,,,Ptereleotris arabica,
0,,,Siganus stellatus,
0,0,Q1309403,Pholidichthys anguis,7119422
0,,,Nannosalarias nativitatus,
0,,,Parahypsos paytensis,
0,,,Pictiblennius yatabei,
0,,,Salaria basiliscus,
0,,,Bathycallionymus formosanus,
0,,,Calliurichthys japonicus,
0,,,Diplogrammus pygmaeus,
0,,,Draculo celetus,
0,,,Draculo shango,
0,,,Foetorepus calauropomus,
0,,,Neosynchiropus ijimai,
0,,,Paradiplogrammus bairdi,
0,,,Protogrammus sousai,
0,,,Repomucenus calcaratus,
0,,,Synchiropus agassizi,
0,,,Coralliozetus angelica,
0,,,Protemblemaria bicirris,
0,,,Karumba ornatissimus,
0,,,Elates ransonnetii,
0,,,Onigocia grandisquama,
0,,,Platycephalus arenarius,
0,,,Thysanophrys arenicola,
0,,,Ratabulus diversidens,
