"","SpeciesSSet","Freq","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029"
"1","1",53,1,-0.0173425382046783,-0.0173598269043755,-0.0172988119575996,-0.0170189724947369,-0.0164047315368663,-0.0153956338662256,-0.0139944744852025,-0.012283724899429,-0.0104191463311911,-0.00856101593157832,-0.00678998591675373,-0.00510440048254535,-0.00350357365075316,-0.00204213821806265,-0.000780568173687213,0.000284378372947591,0.00118722475241007,0.0018958897983663,0.00230757207945165,0.00237836834151084,0.00222150522147668,0.00202984974989739,0.00191663536791675,0.00188026711752043,0.00191228307288194,0.00205486226861962,0.0022972054460535,0.00246264339976965,0.00228910318168407,0.00165538693389422,0.000700695427151343,-0.00029371968837566,-0.00111570211879242,-0.00170848489489073,-0.00209931779094052,-0.00230936157945205,-0.00234992461521433,-0.0022706874755678,-0.00217022055993521,-0.00214028644124475,-0.00219310027697461,-0.00223917889323655,-0.00214150966274729,-0.00180596259613419,-0.00123359141398049,-0.000500270549937287,0.000293820501187092,0.00104578924329712,0.00165010452214864,0.00202884980385831,0.0021872618260117,0.00221819865613937
"10","2",53,1,-0.0604133978323271,-0.059438820534675,-0.0566850240235452,-0.0515819101751995,-0.0447209695636797,-0.037857058116211,-0.0323855448662984,-0.027647750095376,-0.0212207288450079,-0.0110074329558356,0.00322991105720716,0.0198695354687652,0.0357051575028422,0.0463122566614853,0.0482208560346773,0.0422385042589282,0.0334950819806865,0.026460041267959,0.0206508477565079,0.0132858455276565,0.00554108656948449,0.00283943229307182,0.00749610092941433,0.0136583601533251,0.0122546353923301,8.55828552419613e-05,-0.0180256607414013,-0.034905704833547,-0.0457627395738434,-0.0476434814030979,-0.0384941384315796,-0.0193723520179778,0.00462479544233574,0.0284567511217233,0.0508715903722243,0.0710523156717173,0.082496710216958,0.0750380366846553,0.0457262796106674,0.00554427287478299,-0.0279127727902002,-0.0445741375128597,-0.0474272417982562,-0.0451094069915099,-0.0420580024641934,-0.0368331376103108,-0.0273663405077931,-0.0148247977685456,-0.00240117590678057,0.00750385707804124,0.0139971556828813,0.0170106112035662
"100","3",53,1,0.0191304134973982,-0.0160843636023538,-0.0612016321207709,-0.081953685658156,-0.0701040153615262,-0.0477722104872753,-0.0410581239872354,-0.0532441108496904,-0.0592819063307037,-0.0281112436874695,0.0394988533811524,0.0960848060425856,0.0881340162457509,0.0203778219681687,-0.037907095641482,-0.0281614712571874,0.0289374170431256,0.0633592484473686,0.0448015341542489,0.00871058844963457,-0.00980632981358531,-0.0279704752627306,-0.0740402952322392,-0.121212443616808,-0.105714188023709,-0.0103311813832968,0.103897780339174,0.158997160259943,0.129343423030505,0.0426193982394625,-0.0581617523512834,-0.132007851175314,-0.144021923819241,-0.0893212595581896,-0.0110182953788297,0.0352755995347972,0.0409807872219892,0.0452510859814921,0.0694788865418274,0.0796842758089351,0.0365284522199558,-0.0368328999437773,-0.0708744430536272,-0.0340082280339236,0.0280082944235569,0.0486445493628009,0.0155379459918481,-0.0292256953091754,-0.0495149621822666,-0.0500698514644735,-0.0516267843243372,-0.0571614225017922
"1000","4",53,1,-0.147601275729701,-0.130980035338108,-0.100265413287548,-0.0730323159077884,-0.0654282592539925,-0.0622258962380777,-0.0271002807029963,0.0456822589491768,0.111210261004877,0.121963136604619,0.0785531344874981,0.0165503614581946,-0.0370671945304202,-0.0715843081416472,-0.0765854373563566,-0.0520356514054019,-0.0245619431722532,-0.0171293079275379,-0.00523057619626832,0.0551857035799066,0.147077583053217,0.18309095784995,0.104731967369987,-0.038159623081214,-0.138275387832826,-0.142210791102658,-0.0826642838914697,-0.0198703176207298,0.0111268566942093,0.0065348993903438,-0.00897150236463462,0.00976674997965676,0.0807335458015144,0.146126092958,0.115482530693243,-0.0192926042297024,-0.148979134414529,-0.161153377081157,-0.0654769287401413,0.0288491965502757,0.0417312208347835,-0.0087989541403295,-0.0517751005383922,-0.0343614349163146,0.0473482412234025,0.142817373122198,0.167542404723693,0.076582135291642,-0.0652083528245289,-0.131147576956557,-0.0780562189846692,0.000694762121700832
"1001","5",53,1,-0.228202462969482,-0.198073868892542,-0.126778964188945,-0.0506700467863532,-0.032041720535565,-0.0615302739157582,-0.0445255668995452,0.0699382907636725,0.195107198646028,0.200429425772414,0.0712437936797468,-0.0832197971633668,-0.16121522811883,-0.146775974016091,-0.072108962054092,0.0215197136134806,0.0767988546570102,0.0525740756410904,-0.00323676431001085,0.0189238979812729,0.138464655962298,0.218429666005199,0.124435765092505,-0.0846876223247977,-0.209806887371394,-0.149028070301712,-0.00056035593847481,0.0862740536596323,0.0824794562673963,0.0608747060040293,0.0733385855607096,0.112157581823711,0.15601221684966,0.184021656703548,0.158122133850663,0.0595042235432008,-0.0531973362546201,-0.0863747237617831,-0.0354130930354648,-0.0115096527094285,-0.102330970835531,-0.240530229710992,-0.264530950741691,-0.106218305562111,0.121668137621004,0.234717148224897,0.152041567736695,-0.0406858828512493,-0.180987155349592,-0.173136168108956,-0.0593074050292415,0.0381005700219645
"1002","6",53,1,-0.0259785766070608,-0.0162781172892605,-0.0149351864814724,-0.0363895016331659,-0.0660000120727524,-0.0676026641225027,-0.0213625736025203,0.0479455837143752,0.0865438949512327,0.0622057325127048,-0.000262684050027051,-0.0417059599163985,-0.031811736041425,-0.00161816670387149,-0.00207603800591594,-0.0368614000264353,-0.0565439073212937,-0.0234787507858385,0.0392959935909245,0.0788238948743512,0.073859607087593,0.042059291385014,-0.00134542759858491,-0.0552963602106142,-0.0989931586838142,-0.0869123638946137,-0.00748221985657738,0.0763582230369304,0.0850646878448487,0.0195775222949595,-0.0335736301755856,-0.00469523905457447,0.0779322230539685,0.126215588894637,0.0920395356397385,0.00740533341610483,-0.062763344426007,-0.0820754525042955,-0.0581424088059548,-0.0208150168352659,0.00429209888157245,0.0122263990034266,0.0178995536276174,0.0344125679026999,0.050814174889706,0.0409578258490075,-0.00199133912911731,-0.05082719653057,-0.0717043995157685,-0.0585569909705519,-0.0328557144773283,-0.0166752678687134
"1003","7",53,1,-0.0469539606109532,-0.0445122806519871,-0.0403325853332381,-0.0343989171792418,-0.0253277283687163,-0.0131521228470328,-0.00107184545970584,0.00727730356459588,0.0110711557029539,0.0113673079419416,0.00845605606076338,0.00257051726780322,-0.00341807060869348,-0.00499655397414811,-0.000824452586603908,0.00497300790071797,0.00634320083177586,0.000496960288073556,-0.0102977000759039,-0.0203977276915381,-0.0238846370914252,-0.0183670161278844,-0.00766620953201258,0.00049958806293926,0.00168365758359856,-0.000660349127156845,0.000795123708945411,0.00905243920718268,0.0202675917258541,0.028788909639931,0.032056648471193,0.0299984955332953,0.0225082572205992,0.00994533327895519,-0.00495029482620657,-0.0178221504975156,-0.0253952566347699,-0.0265024830106722,-0.0213632808537363,-0.0116117351454532,-0.000603280402696083,0.00845553321330872,0.0151724125118231,0.0211459490181181,0.0259365300449064,0.0256845689855862,0.0172033975038457,0.0024978928004189,-0.0122570937794397,-0.0219588682596386,-0.0259315610037874,-0.0267000914327036
"1004","8",53,1,-0.0157213476065907,-0.0596153006429931,-0.102629514917576,-0.0998670657925014,-0.0602222359745785,-0.0237237167857738,-0.00437168270082289,0.0172091346806469,0.0541127679252318,0.0902922024178436,0.0972966046048249,0.0599410484249883,-0.0119297327133232,-0.0852926455368634,-0.122539486869479,-0.111809451525291,-0.0752939903985128,-0.0368970959588104,0.00780918509340678,0.0711438669371436,0.134125068685927,0.15767894499175,0.132806765234371,0.0884865514719433,0.0434812367475588,-0.0149347222742846,-0.0874150744568043,-0.133421309527366,-0.118475908512563,-0.0664381685115418,-0.0259537456570338,-0.00027901818412035,0.0446040927872775,0.106326066536258,0.130495302632368,0.0826175394409119,-0.00467552263526239,-0.0758228455063263,-0.108743102662855,-0.106071741219154,-0.0693776855171953,-0.016656860562267,0.00915085027013474,-0.00377936558731573,0.00256020869812534,0.0800555752770133,0.173100486339535,0.164254504927913,0.0317362358778746,-0.109653130969917,-0.156586803777318,-0.138497412183077
"1005","9",53,1,0.0307035918969165,0.0164150085906385,-0.008325943026529,-0.0337597695481422,-0.0508795493893461,-0.0541188600737483,-0.0382608763899419,0.000165736032845976,0.0524389710767428,0.0915406604857703,0.0871798237646961,0.0342356520134308,-0.0366506302071559,-0.0832474334203903,-0.0871014383985209,-0.0622210278272244,-0.0318332290854684,-0.00483514305457167,0.0225317817187083,0.0499685841591064,0.0667798626494152,0.0616847909254326,0.0339420669014516,-0.00515390235057755,-0.0379263471840343,-0.0486835286126064,-0.0333647147671774,-0.00420912421093278,0.0191768706816526,0.0271882138919983,0.0264807262692583,0.0264815708979937,0.0241139008686373,0.0087429590904855,-0.0186269425537193,-0.0395021718458219,-0.0362979472265763,-0.0130344520677566,0.00756693599178493,0.00720503761756941,-0.0109246722549057,-0.0271820906723923,-0.0236898575236728,0.00228125069331941,0.0376305182217622,0.0625312993024025,0.063478181666194,0.0431174081378465,0.0186164850224102,0.00725258029460707,0.0114264348377346,0.0190931499309706
"1006","10",53,1,-0.00296869737965855,-0.0133599864625449,-0.0296971395160162,-0.0430537338371049,-0.0459049152188187,-0.035189045779906,-0.0124828199840699,0.0153541511364494,0.0370578238096577,0.0430274991452948,0.0329325776185061,0.0157200115983658,0.000450964604576054,-0.0111748063856592,-0.021059659927527,-0.0259115829260828,-0.017896325591765,0.00381559563082323,0.0266008796183428,0.0348846688555171,0.0268325501906963,0.016046575218545,0.014796832993436,0.0189329988987192,0.0131337235956086,-0.00960627690667337,-0.0371407662755106,-0.0482731756124766,-0.0327184345586735,-0.000562489174136704,0.0270409877834297,0.0359855451883995,0.0293286045574512,0.0212156753847705,0.0215920887866439,0.0268813827142163,0.0252963151411145,0.0103142491580086,-0.0120308686070678,-0.0285580730477859,-0.0298655100561378,-0.01597497536474,0.00587985375376787,0.0263843963790604,0.0382245698091137,0.0387967009834806,0.0309143942588608,0.0199991134425974,0.00960682832895188,0.000164782740992298,-0.00806241775480609,-0.0130048914068985
